filename,label,duration_sec,sample_rate,rms_energy,peak_amplitude,path
A_0001.wav,A,1.0,16000,0.061968,0.474518,D:\STUPEN\Heartz\data-science\dataset\augmented\A\A_0001.wav
A_0001_aug01.wav,A,1.0,16000,0.07127,0.543243,D:\STUPEN\Heartz\data-science\dataset\augmented\A\A_0001_aug01.wav
A_0001_aug02.wav,A,1.0,16000,0.056033,0.501923,D:\STUPEN\Heartz\data-science\dataset\augmented\A\A_0001_aug02.wav
A_0001_aug03.wav,A,1.0,16000,0.048012,0.319061,D:\STUPEN\Heartz\data-science\dataset\augmented\A\A_0001_aug03.wav
A_0001_aug04.wav,A,1.0,16000,0.040446,0.422119,D:\STUPEN\Heartz\data-science\dataset\augmented\A\A_0001_aug04.wav
A_0002.wav,A,1.0,16000,0.066933,0.524933,D:\STUPEN\Heartz\data-science\dataset\augmented\A\A_0002.wav
A_0002_aug01.wav,A,1.0,16000,0.104412,0.817993,D:\STUPEN\Heartz\data-science\dataset\augmented\A\A_0002_aug01.wav
A_0002_aug02.wav,A,1.0,16000,0.058742,0.485779,D:\STUPEN\Heartz\data-science\dataset\augmented\A\A_0002_aug02.wav
A_0002_aug03.wav,A,1.0,16000,0.080146,0.657257,D:\STUPEN\Heartz\data-science\dataset\augmented\A\A_0002_aug03.wav
A_0002_aug04.wav,A,1.0,16000,0.052487,0.420929,D:\STUPEN\Heartz\data-science\dataset\augmented\A\A_0002_aug04.wav
A_0003.wav,A,1.0,16000,0.066933,0.596039,D:\STUPEN\Heartz\data-science\dataset\augmented\A\A_0003.wav
A_0003_aug01.wav,A,1.0,16000,0.07002,0.620117,D:\STUPEN\Heartz\data-science\dataset\augmented\A\A_0003_aug01.wav
A_0003_aug02.wav,A,1.0,16000,0.05321,0.559357,D:\STUPEN\Heartz\data-science\dataset\augmented\A\A_0003_aug02.wav
A_0003_aug03.wav,A,1.0,16000,0.049222,0.470001,D:\STUPEN\Heartz\data-science\dataset\augmented\A\A_0003_aug03.wav
A_0003_aug04.wav,A,1.0,16000,0.062785,0.60199,D:\STUPEN\Heartz\data-science\dataset\augmented\A\A_0003_aug04.wav
A_0004.wav,A,1.0,16000,0.064498,0.517822,D:\STUPEN\Heartz\data-science\dataset\augmented\A\A_0004.wav
A_0004_aug01.wav,A,1.0,16000,0.059838,0.482391,D:\STUPEN\Heartz\data-science\dataset\augmented\A\A_0004_aug01.wav
A_0004_aug02.wav,A,1.0,16000,0.049288,0.404297,D:\STUPEN\Heartz\data-science\dataset\augmented\A\A_0004_aug02.wav
A_0004_aug03.wav,A,1.0,16000,0.062695,0.743408,D:\STUPEN\Heartz\data-science\dataset\augmented\A\A_0004_aug03.wav
A_0004_aug04.wav,A,1.0,16000,0.066815,0.619965,D:\STUPEN\Heartz\data-science\dataset\augmented\A\A_0004_aug04.wav
A_0005.wav,A,1.0,16000,0.064498,0.535156,D:\STUPEN\Heartz\data-science\dataset\augmented\A\A_0005.wav
A_0005_aug01.wav,A,1.0,16000,0.097362,0.813477,D:\STUPEN\Heartz\data-science\dataset\augmented\A\A_0005_aug01.wav
A_0005_aug02.wav,A,1.0,16000,0.057244,0.555298,D:\STUPEN\Heartz\data-science\dataset\augmented\A\A_0005_aug02.wav
A_0005_aug03.wav,A,1.0,16000,0.083186,0.746124,D:\STUPEN\Heartz\data-science\dataset\augmented\A\A_0005_aug03.wav
A_0005_aug04.wav,A,1.0,16000,0.055142,0.487671,D:\STUPEN\Heartz\data-science\dataset\augmented\A\A_0005_aug04.wav
A_0006.wav,A,1.0,16000,0.064498,0.490356,D:\STUPEN\Heartz\data-science\dataset\augmented\A\A_0006.wav
A_0006_aug01.wav,A,1.0,16000,0.063332,0.478882,D:\STUPEN\Heartz\data-science\dataset\augmented\A\A_0006_aug01.wav
A_0006_aug02.wav,A,1.0,16000,0.047659,0.434052,D:\STUPEN\Heartz\data-science\dataset\augmented\A\A_0006_aug02.wav
A_0006_aug03.wav,A,1.0,16000,0.061673,0.512543,D:\STUPEN\Heartz\data-science\dataset\augmented\A\A_0006_aug03.wav
A_0006_aug04.wav,A,1.0,16000,0.068203,0.539215,D:\STUPEN\Heartz\data-science\dataset\augmented\A\A_0006_aug04.wav
A_0007.wav,A,1.0,16000,0.066933,0.542847,D:\STUPEN\Heartz\data-science\dataset\augmented\A\A_0007.wav
A_0007_aug01.wav,A,1.0,16000,0.0533,0.424408,D:\STUPEN\Heartz\data-science\dataset\augmented\A\A_0007_aug01.wav
A_0007_aug02.wav,A,1.0,16000,0.058166,0.575714,D:\STUPEN\Heartz\data-science\dataset\augmented\A\A_0007_aug02.wav
A_0007_aug03.wav,A,1.0,16000,0.063334,0.448425,D:\STUPEN\Heartz\data-science\dataset\augmented\A\A_0007_aug03.wav
A_0007_aug04.wav,A,1.0,16000,0.067608,0.577301,D:\STUPEN\Heartz\data-science\dataset\augmented\A\A_0007_aug04.wav
A_0008.wav,A,1.0,16000,0.064498,0.542755,D:\STUPEN\Heartz\data-science\dataset\augmented\A\A_0008.wav
