filename,syllable_label,duration_sec,zcr,rms,spectral_centroid,f0_mean,mfcc_10_mean,mfcc_10_std,mfcc_11_mean,mfcc_11_std,mfcc_12_mean,mfcc_12_std,mfcc_13_mean,mfcc_13_std,mfcc_1_mean,mfcc_1_std,mfcc_2_mean,mfcc_2_std,mfcc_3_mean,mfcc_3_std,mfcc_4_mean,mfcc_4_std,mfcc_5_mean,mfcc_5_std,mfcc_6_mean,mfcc_6_std,mfcc_7_mean,mfcc_7_std,mfcc_8_mean,mfcc_8_std,mfcc_9_mean,mfcc_9_std
A-I-U-E-O_32.264_33.468.wav,a,1.0,0.1301422119140625,0.10928727686405182,1555.6167627394625,236.681541453375,-15.557329177856445,12.113495826721191,-6.763818740844727,8.2592134475708,-6.792463302612305,11.281797409057617,-8.614628791809082,9.295530319213867,-413.5936279296875,203.8861846923828,85.57540893554688,63.7803955078125,-83.87437438964844,80.31768798828125,-17.887569427490234,29.258228302001953,2.1071553230285645,9.571120262145996,-17.439945220947266,15.265480041503906,-14.0714750289917,17.044862747192383,-8.204444885253906,10.295222282409668,-11.242883682250977,11.418903350830078
A-I-U-E-O_36.946_37.342.wav,a,1.0,0.0443267822265625,0.06101979687809944,559.7916324492795,264.4160739527854,-9.320293426513672,11.4586181640625,-0.18412744998931885,2.9258878231048584,-0.6042541265487671,8.285557746887207,-3.7897167205810547,6.3317437171936035,-462.9134521484375,219.33334350585938,76.4355697631836,84.18889617919922,-42.392860412597656,48.72576141357422,26.32469367980957,32.116451263427734,-3.1067819595336914,8.879977226257324,-0.021210432052612305,8.036447525024414,5.360909938812256,12.18655014038086,8.328784942626953,10.292729377746582,6.352825164794922,10.189632415771484
A_134.478_134.918.wav,a,1.0,0.071441650390625,0.06501363217830658,634.4352910017801,222.41136537329373,-5.768316745758057,7.973339080810547,-12.994058609008789,13.34158706665039,-6.1702561378479,6.99517297744751,-7.031521320343018,7.872729778289795,-481.1664733886719,211.07957458496094,91.73765563964844,93.16578674316406,-74.1335678100586,77.80211639404297,-8.930776596069336,14.651570320129395,6.378740310668945,8.449654579162598,8.757533073425293,11.329964637756348,-1.1296539306640625,4.28986120223999,-17.510189056396484,18.90005111694336,4.13367223739624,6.256356239318848
A_137.440_138.001.wav,a,1.0,0.0782318115234375,0.07469993084669113,742.4319068384402,0.0,-5.361067771911621,5.788108825683594,-8.941888809204102,7.919524669647217,-6.299675941467285,6.731082439422607,-6.932165622711182,8.273214340209961,-459.1009521484375,190.0974884033203,135.89950561523438,111.4228744506836,-89.75163269042969,73.56339263916016,-45.48583984375,40.45686340332031,22.82533836364746,27.358531951904297,1.2919539213180542,14.642942428588867,-4.900863170623779,7.839466571807861,2.6187524795532227,10.006152153015137,-0.7255733013153076,6.783085823059082
A_19.192_19.632.wav,a,1.0,0.06884765625,0.06621816754341125,679.126469976721,221.05438866039668,-12.866147994995117,15.803914070129395,-8.880054473876953,9.185368537902832,-7.72932767868042,9.497574806213379,-10.012821197509766,14.046870231628418,-498.4764404296875,201.0914764404297,74.61895751953125,78.66133117675781,-81.23782348632812,83.7914047241211,-13.007835388183594,17.853471755981445,2.978318929672241,19.659286499023438,-5.033876419067383,6.354991912841797,-13.513275146484375,18.099960327148438,-10.998136520385742,14.186697959899902,-3.537020683288574,3.8586173057556152
A_229.089_229.689.wav,a,1.0,0.076629638671875,0.07711008191108704,731.4587357572163,187.51265101060935,-10.904468536376953,12.99071979522705,-12.153932571411133,12.14607048034668,-6.668670654296875,7.535455703735352,-1.0609270334243774,5.3473358154296875,-422.80157470703125,165.4069366455078,121.67559814453125,93.59642791748047,-79.2429428100586,62.1497917175293,-47.934871673583984,42.011207580566406,7.860773086547852,19.557376861572266,1.838101863861084,9.024106979370117,-1.710871934890747,10.855969429016113,7.640439987182617,9.374224662780762,1.5342191457748413,8.285276412963867
A_320.870_321.490.wav,a,1.0,0.11395263671875,0.0782768502831459,1128.4590672415147,235.98049189141307,-11.777892112731934,9.732694625854492,-12.340862274169922,12.635614395141602,1.8912286758422852,5.954076290130615,-8.34217643737793,8.520081520080566,-406.32958984375,173.65020751953125,61.5302734375,54.99592971801758,-109.29317474365234,80.88892364501953,6.526806831359863,26.277366638183594,-5.888210296630859,10.984177589416504,15.707632064819336,12.30349349975586,-11.946451187133789,9.214522361755371,-36.6475944519043,25.663131713867188,14.68098258972168,15.028338432312012
A_324.832_325.492.wav,a,1.0,0.109954833984375,0.08104719966650009,1132.575062400365,244.61455494070051,-13.947968482971191,13.12716007232666,-12.639310836791992,9.018878936767578,4.901105880737305,6.730930805206299,-9.219807624816895,8.543392181396484,-392.3065490722656,183.26364135742188,76.1912612915039,51.01715087890625,-120.59957885742188,81.7528076171875,6.292337894439697,17.67254066467285,-11.388317108154297,12.087326049804688,13.487410545349121,13.47368049621582,-3.757965564727783,8.167381286621094,-28.73949432373047,22.594831466674805,17.74224090576172,11.6671142578125
A_382.621_383.222.wav,a,1.0,0.12261962890625,0.07720281183719635,1161.1050462186,222.89231990305572,-12.168523788452148,9.996617317199707,-11.283370018005371,9.929760932922363,-4.911352157592773,5.03237247467041,-6.362334251403809,6.4608540534973145,-415.7247619628906,200.5723114013672,58.52975082397461,51.4913444519043,-121.13417053222656,91.28636932373047,14.855308532714844,26.7624454498291,-8.576464653015137,16.62587547302246,18.193546295166016,14.126910209655762,-11.445743560791016,9.390792846679688,-31.833559036254883,23.45585823059082,14.84420394897461,14.446616172790527
A_444.175_444.875.wav,a,1.0,0.094940185546875,0.08326103538274765,991.1999113147092,196.9626534780862,-18.869569778442383,12.550244331359863,-7.833302974700928,14.621148109436035,9.54507064819336,9.412623405456543,-11.086019515991211,10.057272911071777,-365.13275146484375,190.3282470703125,112.90611267089844,74.01350402832031,-93.06885528564453,59.41313552856445,-19.157882690429688,18.23297882080078,10.588224411010742,9.324594497680664,-2.4538965225219727,11.993412017822266,-10.109972953796387,10.713255882263184,-11.375097274780273,9.471124649047852,-0.6264835596084595,8.193048477172852
